vendor_id,city,zone_type,vendor_age_years,years_in_business,food_category,license_status,avg_daily_revenue_inr,avg_daily_customers,monthly_stall_rent_inr,num_helpers,hours_open_per_day,competition_within_100m,monthly_health_inspection_score,had_fine_last_year,avg_monthly_rainfall_mm,season_of_observation,has_online_presence,customer_complaint_rate,vendor_survived
VSF-02263,Lucknow,Industrial,32.0,6.33,Chinese,Unlicensed,1133.2,50.0,2429.96,0,10.94,6.0,40.0,,33.99,Post-Monsoon,1.0,0.11,1
VSF-02264,Bengaluru,Residential,29.0,6.62,Fast Food,Expired,1109.36,36.0,6554.82,0,6.39,6.0,35.81,0.0,83.74,Winter,0.0,0.1,0
VSF-02265,Mumbai,Transit Hub,55.0,22.79,Chaat,Licensed,1226.66,22.0,4549.5,1,12.18,13.0,,1.0,218.35,Winter,0.0,0.09,1
VSF-02266,Mumbai,Transit Hub,43.0,21.43,Fast Food,Unlicensed,1272.94,69.0,7435.07,0,11.18,10.0,,1.0,245.54,Summer,0.0,0.09,0
VSF-02267,Pune,Industrial,41.0,1.4,North Indian,Licensed,1157.96,68.0,7102.81,0,11.92,5.0,,0.0,71.77,Winter,0.0,0.21,1
VSF-02268,Jaipur,Industrial,37.0,1.76,Fast Food,Licensed,589.04,10.0,5220.37,2,11.53,3.0,59.63,0.0,31.31,Winter,0.0,0.06,0
VSF-02269,Jaipur,Commercial,30.0,8.79,North Indian,Licensed,618.21,61.0,2727.4,0,6.29,11.0,40.28,0.0,48.63,Summer,1.0,0.03,1
VSF-02270,Lucknow,Tourist Spot,25.0,5.17,Fast Food,Licensed,2021.39,90.0,4388.37,5,,6.0,40.0,0.0,38.72,Summer,1.0,0.28,1
VSF-02271,Lucknow,Industrial,54.0,9.16,North Indian,Pending Renewal,,24.0,6644.26,0,13.85,4.0,,0.0,37.72,Winter,0.0,,0
VSF-02272,Delhi,Commercial,55.0,13.04,Chaat,Licensed,,92.0,1943.53,0,6.85,10.0,45.0,0.0,100.26,Summer,0.0,0.25,0
VSF-02273,Mumbai,Residential,28.0,5.15,Chaat,Licensed,2245.24,132.0,6837.04,0,11.25,8.0,,0.0,234.63,Winter,0.0,,1
VSF-02274,Pune,Commercial,40.0,23.03,Seafood,Licensed,1853.6,77.0,0.0,0,7.58,12.0,80.0,0.0,69.98,Winter,0.0,0.07,1
VSF-02275,Mumbai,University Area,45.0,17.55,Chaat,Licensed,1877.11,81.0,7916.25,1,10.09,1.0,,1.0,259.38,Post-Monsoon,0.0,0.06,1
VSF-02276,Mumbai,Tourist Spot,21.0,1.61,South Indian,Unlicensed,1076.04,66.0,3079.49,0,10.03,0.0,57.07,0.0,313.82,Monsoon,0.0,0.17,0
VSF-02277,Bengaluru,Residential,,0.54,Fast Food,Licensed,1139.35,56.0,5763.72,1,7.67,0.0,73.85,0.0,101.24,Post-Monsoon,1.0,0.22,0
VSF-02278,Lucknow,Industrial,41.0,10.84,Desserts & Sweets,Expired,559.8,36.0,7347.21,0,7.42,7.0,85.99,0.0,39.76,Summer,0.0,0.23,0
VSF-02279,Hyderabad,Residential,29.0,8.05,Fast Food,Licensed,1369.92,51.0,6350.39,0,6.25,0.0,,0.0,133.66,Monsoon,0.0,0.05,1
VSF-02280,Delhi,Transit Hub,34.0,11.82,North Indian,Pending Renewal,2021.09,78.0,5293.41,2,7.75,18.0,62.82,0.0,185.97,Monsoon,0.0,0.08,1
VSF-02281,Delhi,Commercial,32.0,7.51,South Indian,Pending Renewal,566.16,49.0,3258.4,0,10.17,16.0,58.4,0.0,96.78,Post-Monsoon,0.0,0.07,1
VSF-02282,Lucknow,Industrial,50.0,17.03,Fast Food,Licensed,1728.01,85.0,6045.67,1,10.2,0.0,71.56,1.0,45.86,Winter,0.0,0.24,1
VSF-02283,Mumbai,Commercial,45.0,,North Indian,Licensed,2019.07,121.0,0.0,0,11.63,13.0,,0.0,224.99,Winter,0.0,0.16,1
VSF-02284,Delhi,Residential,32.0,15.35,North Indian,Pending Renewal,1568.19,,3020.41,0,7.5,2.0,,0.0,181.29,Monsoon,0.0,0.2,1
VSF-02285,Hyderabad,Transit Hub,24.0,2.84,Seafood,Licensed,557.03,36.0,0.0,0,6.36,17.0,37.21,0.0,61.95,Post-Monsoon,0.0,0.11,0
VSF-02286,Hyderabad,Commercial,30.0,13.13,South Indian,Licensed,1857.09,72.0,5322.26,0,7.76,11.0,90.0,0.0,57.38,Summer,0.0,0.03,1
VSF-02287,Mumbai,Industrial,38.0,3.8,Fast Food,Unlicensed,1551.46,109.0,7667.45,0,12.81,4.0,56.39,1.0,315.99,Monsoon,1.0,0.01,0
VSF-02288,Jaipur,Commercial,53.0,29.44,Rolls & Wraps,Unlicensed,701.6,26.0,7302.55,0,11.01,7.0,75.0,0.0,27.73,Post-Monsoon,0.0,0.18,0
VSF-02289,Delhi,Industrial,52.0,15.26,Beverages,Unlicensed,3044.09,151.0,1479.85,0,11.84,3.0,,0.0,106.47,Summer,0.0,0.13,0
VSF-02290,Bengaluru,Commercial,47.0,3.95,Chinese,Licensed,1075.12,33.0,4848.62,2,6.7,15.0,83.87,0.0,114.04,Post-Monsoon,0.0,0.24,0
VSF-02291,Mumbai,Residential,25.0,2.21,North Indian,Unlicensed,655.77,42.0,4108.81,0,10.86,,,1.0,333.87,Monsoon,0.0,0.12,0
VSF-02292,Bengaluru,Industrial,33.0,10.59,Fast Food,Licensed,608.02,,4728.9,0,6.94,1.0,72.34,0.0,85.33,Summer,1.0,0.26,0
VSF-02293,Jaipur,Industrial,26.0,6.74,South Indian,Pending Renewal,899.82,52.0,1396.33,2,7.18,1.0,90.0,1.0,48.16,Post-Monsoon,0.0,0.17,0
VSF-02294,Bengaluru,Tourist Spot,23.0,3.02,Chinese,Licensed,4057.95,205.0,7789.11,0,12.83,5.0,,1.0,98.78,Summer,0.0,0.17,1
VSF-02295,Delhi,Residential,21.0,3.72,North Indian,Unlicensed,886.19,36.0,886.65,0,6.28,1.0,,0.0,114.26,Summer,0.0,0.01,0
VSF-02296,Jaipur,Residential,30.0,8.07,Desserts & Sweets,Licensed,3617.09,156.0,0.0,1,7.76,7.0,90.0,0.0,30.06,Post-Monsoon,0.0,0.2,1
VSF-02297,Bengaluru,Tourist Spot,24.0,2.74,Seafood,Expired,3021.12,159.0,0.0,1,11.93,5.0,,1.0,87.52,Winter,0.0,0.25,1
VSF-02298,Mumbai,Transit Hub,32.0,15.08,Grilled & BBQ,Unlicensed,623.36,20.0,5058.7,0,10.81,13.0,,0.0,273.69,Monsoon,0.0,0.08,0
VSF-02299,Delhi,Tourist Spot,29.0,10.94,Desserts & Sweets,Pending Renewal,1551.99,73.0,7978.45,0,12.33,,,1.0,159.52,Monsoon,1.0,0.18,0
VSF-02300,Delhi,Tourist Spot,41.0,11.62,Seafood,Unlicensed,1412.42,93.0,5285.67,0,11.26,1.0,,0.0,105.07,Winter,0.0,0.21,0
VSF-02301,Kochi,Industrial,32.0,3.35,Beverages,Licensed,823.93,48.0,0.0,2,6.76,6.0,,1.0,300.86,Summer,0.0,0.18,0
VSF-02302,Hyderabad,Industrial,32.0,12.84,Grilled & BBQ,Licensed,,29.0,4637.05,4,6.79,6.0,32.34,1.0,54.38,Winter,0.0,0.16,0
VSF-02303,Delhi,Commercial,33.0,16.93,South Indian,Unlicensed,1712.84,76.0,7120.54,0,11.97,13.0,,1.0,188.14,Monsoon,1.0,0.04,0
VSF-02304,Hyderabad,Residential,53.0,13.6,Desserts & Sweets,Expired,2414.22,119.0,5659.29,0,10.9,4.0,77.86,0.0,111.25,Monsoon,0.0,,0
VSF-02305,Pune,Commercial,,0.58,Grilled & BBQ,Licensed,,23.0,5035.11,0,,18.0,74.67,0.0,145.05,Monsoon,0.0,0.1,0
VSF-02306,Delhi,University Area,54.0,4.65,Desserts & Sweets,Pending Renewal,532.21,14.0,3089.37,0,13.18,4.0,,0.0,118.54,Post-Monsoon,1.0,,0
VSF-02307,Mumbai,Transit Hub,44.0,6.54,Beverages,Expired,708.78,48.0,5661.09,0,12.68,15.0,,0.0,244.79,Post-Monsoon,0.0,0.13,0
VSF-02308,Jaipur,Tourist Spot,48.0,,Chinese,Expired,2729.81,131.0,,3,10.9,4.0,,1.0,52.1,Summer,1.0,0.06,1
VSF-02309,Mumbai,Transit Hub,40.0,13.48,Rolls & Wraps,Pending Renewal,2267.53,87.0,7641.18,0,13.75,16.0,,0.0,242.61,Summer,0.0,0.06,1
VSF-02310,Hyderabad,Residential,50.0,24.32,North Indian,Unlicensed,1722.95,51.0,7171.54,1,6.18,7.0,50.0,0.0,70.66,Post-Monsoon,0.0,0.26,0
VSF-02311,Delhi,University Area,31.0,7.68,Desserts & Sweets,Licensed,2909.38,149.0,5623.73,2,13.88,4.0,91.19,0.0,123.94,Post-Monsoon,1.0,0.16,1
VSF-02312,Bengaluru,Industrial,22.0,4.32,Seafood,Licensed,640.4,20.0,2261.67,0,6.35,2.0,90.0,0.0,157.4,Monsoon,1.0,0.24,0
VSF-02313,Mumbai,Residential,46.0,6.09,Rolls & Wraps,Licensed,1627.92,98.0,5326.22,0,6.35,9.0,20.0,0.0,255.8,Post-Monsoon,1.0,0.05,1
VSF-02314,Jaipur,University Area,27.0,10.67,Desserts & Sweets,Licensed,1600.18,75.0,4742.22,1,12.16,1.0,24.72,0.0,42.93,Summer,0.0,0.05,1
VSF-02315,Lucknow,Commercial,35.0,7.33,Chaat,Expired,1706.83,70.0,2574.35,0,7.81,5.0,52.68,0.0,29.7,Winter,0.0,0.27,1
VSF-02316,Delhi,Residential,29.0,4.81,Seafood,Expired,1145.35,65.0,5920.97,1,12.33,3.0,83.01,0.0,87.23,Winter,0.0,0.28,1
VSF-02317,Bengaluru,Transit Hub,23.0,,Chinese,Unlicensed,436.77,10.0,2947.64,1,7.68,12.0,85.0,0.0,79.09,Summer,0.0,0.09,0
VSF-02318,Delhi,Tourist Spot,55.0,19.31,Beverages,Expired,1460.37,80.0,2412.95,0,11.47,9.0,80.94,0.0,142.26,Monsoon,1.0,0.08,0
VSF-02319,Jaipur,Residential,45.0,26.43,Chaat,Licensed,3620.94,186.0,0.0,3,7.81,2.0,33.69,1.0,120.75,Monsoon,0.0,0.11,1
VSF-02320,Lucknow,Residential,32.0,12.83,Chaat,Licensed,6037.72,323.0,7492.51,1,7.5,9.0,70.0,0.0,104.14,Monsoon,0.0,0.1,1
VSF-02321,Bengaluru,University Area,40.0,9.64,South Indian,Unlicensed,562.96,23.0,4177.6,0,6.33,8.0,,1.0,84.7,Winter,0.0,,1
VSF-02322,Kochi,Tourist Spot,36.0,10.2,Rolls & Wraps,Licensed,3614.46,196.0,4229.8,0,13.25,3.0,,1.0,301.29,Post-Monsoon,0.0,0.16,1
VSF-02323,Pune,Tourist Spot,20.0,3.49,Desserts & Sweets,,1798.42,100.0,4078.69,1,13.55,6.0,39.87,0.0,42.69,Winter,0.0,0.15,1
VSF-02324,Jaipur,Commercial,23.0,3.36,Beverages,Expired,969.58,62.0,0.0,0,11.28,16.0,85.19,0.0,43.87,Summer,0.0,0.15,1
VSF-02325,Mumbai,Tourist Spot,39.0,5.77,Chaat,Licensed,,,2368.13,0,7.15,4.0,75.0,0.0,245.95,Post-Monsoon,0.0,0.17,0
VSF-02326,Kochi,University Area,33.0,8.19,Grilled & BBQ,Licensed,3938.9,177.0,4156.43,0,12.14,9.0,63.55,0.0,312.04,Summer,0.0,0.22,0
VSF-02327,Mumbai,Tourist Spot,28.0,7.99,Chaat,Licensed,1253.55,70.0,4389.27,2,11.3,3.0,46.64,1.0,267.23,Summer,1.0,0.13,0
VSF-02328,Pune,University Area,39.0,22.01,North Indian,,2312.29,89.0,2517.85,1,10.13,5.0,,0.0,57.25,Summer,0.0,0.26,1
VSF-02329,Delhi,University Area,26.0,4.79,South Indian,Expired,603.17,21.0,5609.75,1,13.01,6.0,,0.0,171.26,Monsoon,0.0,0.24,0
VSF-02330,Bengaluru,Tourist Spot,28.0,7.66,Seafood,Licensed,303.05,48.0,5674.74,0,11.07,2.0,,0.0,75.19,Post-Monsoon,1.0,0.08,0
VSF-02331,Delhi,Residential,,17.99,North Indian,Pending Renewal,2018.6,110.0,3358.86,0,6.71,6.0,32.55,0.0,137.86,Monsoon,0.0,0.17,0
VSF-02332,Mumbai,Tourist Spot,30.0,4.68,Chaat,Expired,751.02,19.0,7664.31,0,11.8,5.0,44.45,0.0,332.02,Monsoon,0.0,,0
VSF-02333,Bengaluru,Residential,31.0,13.94,Rolls & Wraps,Unlicensed,,,5483.62,0,13.07,8.0,75.0,0.0,169.42,Monsoon,0.0,0.09,0
VSF-02334,Lucknow,Tourist Spot,42.0,9.69,Chinese,Unlicensed,1141.61,39.0,3960.42,1,11.27,,,0.0,17.63,Winter,0.0,0.23,0
VSF-02335,Lucknow,Industrial,49.0,22.55,Chinese,Unlicensed,826.37,38.0,6290.72,1,7.45,2.0,,0.0,48.41,Post-Monsoon,0.0,0.06,0
VSF-02336,Delhi,Transit Hub,54.0,6.97,Beverages,Unlicensed,5224.46,269.0,5749.15,1,10.94,,47.43,1.0,119.59,Summer,0.0,0.19,1
VSF-02337,Bengaluru,Industrial,42.0,24.18,Fast Food,Unlicensed,475.36,10.0,3006.87,0,7.64,0.0,55.0,1.0,112.03,Summer,0.0,0.26,0
VSF-02338,Jaipur,Commercial,32.0,7.39,Chaat,Pending Renewal,1357.94,61.0,4431.5,1,13.34,16.0,,0.0,24.28,Winter,0.0,0.08,0
VSF-02339,Hyderabad,University Area,43.0,8.07,Seafood,Licensed,472.89,10.0,3133.4,0,11.58,1.0,,0.0,45.6,Winter,0.0,0.09,0
VSF-02340,Mumbai,University Area,50.0,25.88,Grilled & BBQ,Unlicensed,2770.7,,2920.07,2,6.3,6.0,26.66,1.0,250.21,Summer,0.0,0.26,0
VSF-02341,Mumbai,Industrial,41.0,17.95,Grilled & BBQ,Licensed,1277.54,65.0,2330.64,0,12.35,8.0,69.96,0.0,245.68,Summer,1.0,0.29,0
VSF-02342,Delhi,Residential,43.0,8.53,North Indian,Licensed,909.19,42.0,0.0,0,11.76,,65.23,0.0,106.13,Winter,1.0,0.2,0
VSF-02343,Bengaluru,Commercial,20.0,1.52,Seafood,Unlicensed,1512.11,78.0,897.63,1,7.75,5.0,43.5,1.0,59.61,Winter,1.0,0.18,0
VSF-02344,Hyderabad,Tourist Spot,55.0,11.09,South Indian,Pending Renewal,3414.74,200.0,0.0,0,6.62,1.0,,1.0,43.06,Summer,0.0,0.12,1
VSF-02345,Delhi,Industrial,31.0,10.97,Grilled & BBQ,Unlicensed,1870.58,80.0,4684.93,1,10.2,8.0,38.33,1.0,107.47,Winter,0.0,0.06,0
VSF-02346,Delhi,University Area,24.0,2.61,Seafood,Expired,1381.6,38.0,,0,10.88,8.0,63.05,0.0,87.54,Winter,1.0,0.11,0
VSF-02347,Delhi,Commercial,21.0,4.86,Desserts & Sweets,Pending Renewal,1616.74,,3056.81,0,11.8,17.0,,1.0,167.88,Monsoon,1.0,0.16,1
VSF-02348,Bengaluru,Residential,21.0,1.5,Beverages,Unlicensed,841.49,40.0,7474.37,0,13.58,3.0,,0.0,82.1,Post-Monsoon,1.0,0.17,1
VSF-02349,Delhi,Tourist Spot,31.0,4.63,Chinese,Unlicensed,,51.0,,0,7.24,6.0,53.38,0.0,111.75,Post-Monsoon,0.0,0.16,0
VSF-02350,Delhi,Transit Hub,32.0,3.11,Rolls & Wraps,Expired,1024.28,64.0,0.0,0,12.18,14.0,,1.0,163.64,Monsoon,0.0,,1
VSF-02351,Hyderabad,Transit Hub,20.0,2.93,Chaat,Licensed,1397.97,73.0,0.0,0,13.18,15.0,,0.0,42.98,Post-Monsoon,0.0,0.28,0
VSF-02352,Hyderabad,Commercial,45.0,15.68,Beverages,Licensed,,45.0,5091.42,0,7.47,10.0,,0.0,116.78,Monsoon,1.0,,0
VSF-02353,Jaipur,Industrial,45.0,22.33,Seafood,Pending Renewal,309.94,10.0,0.0,0,13.94,1.0,56.42,0.0,25.65,Post-Monsoon,0.0,0.2,1
VSF-02354,Jaipur,Tourist Spot,23.0,0.73,Grilled & BBQ,Expired,1063.95,79.0,3842.44,0,12.29,4.0,,0.0,44.05,Summer,0.0,0.19,1
VSF-02355,Hyderabad,Industrial,21.0,0.98,Grilled & BBQ,Unlicensed,549.3,30.0,7527.24,1,7.01,3.0,75.0,0.0,34.05,Winter,0.0,0.07,0
VSF-02356,Hyderabad,Industrial,36.0,13.2,Grilled & BBQ,Expired,1538.76,58.0,3733.46,0,13.98,9.0,68.6,0.0,38.01,Winter,0.0,0.15,1
VSF-02357,Jaipur,Industrial,27.0,10.95,Fast Food,Licensed,1299.36,85.0,5107.05,1,6.86,0.0,60.0,0.0,29.06,Summer,0.0,0.1,1
VSF-02358,Delhi,Tourist Spot,48.0,1.42,Grilled & BBQ,Licensed,,77.0,6611.12,0,11.8,2.0,45.0,1.0,91.58,Summer,0.0,,0
VSF-02359,Mumbai,University Area,51.0,4.11,South Indian,Unlicensed,1735.49,81.0,2624.05,1,11.4,8.0,95.0,0.0,266.81,Post-Monsoon,0.0,0.13,1
VSF-02360,Pune,Tourist Spot,42.0,1.0,Fast Food,Expired,1442.09,71.0,0.0,2,7.09,5.0,,1.0,75.06,Summer,0.0,0.15,1
VSF-02361,Kochi,Residential,32.0,5.3,Rolls & Wraps,Unlicensed,1597.7,,2573.31,0,10.93,5.0,,1.0,302.68,Post-Monsoon,0.0,0.16,1
VSF-02362,Mumbai,Transit Hub,48.0,3.13,Desserts & Sweets,Pending Renewal,1471.63,54.0,3252.77,0,7.92,7.0,81.53,0.0,231.04,Post-Monsoon,1.0,0.26,1
VSF-02363,Delhi,Residential,43.0,21.07,Seafood,Licensed,806.52,43.0,6930.15,0,7.27,4.0,,0.0,108.38,Summer,0.0,0.1,1
VSF-02364,Jaipur,Commercial,51.0,19.11,Seafood,Licensed,253.12,10.0,7061.07,0,10.82,6.0,,0.0,5.0,Winter,1.0,0.13,1
VSF-02365,Hyderabad,University Area,37.0,16.15,Fast Food,Pending Renewal,1540.37,88.0,1708.25,2,10.54,6.0,47.12,1.0,137.12,Monsoon,0.0,0.11,1
VSF-02366,Lucknow,Tourist Spot,45.0,20.52,Fast Food,Expired,679.77,,2894.12,0,12.65,4.0,,1.0,41.56,Post-Monsoon,0.0,0.23,0
VSF-02367,Bengaluru,Transit Hub,20.0,1.65,Beverages,Unlicensed,5164.83,253.0,6009.94,0,7.5,5.0,,0.0,162.07,Monsoon,0.0,,1
VSF-02368,Hyderabad,Industrial,50.0,29.96,Desserts & Sweets,Unlicensed,,,2443.91,0,7.15,1.0,94.41,0.0,49.95,Post-Monsoon,0.0,0.08,0
VSF-02369,Bengaluru,Commercial,35.0,1.28,South Indian,Licensed,1126.02,77.0,7807.09,1,10.35,11.0,,0.0,194.36,Monsoon,0.0,0.09,0
VSF-02370,Delhi,Transit Hub,37.0,7.91,South Indian,Expired,1178.99,61.0,6508.21,0,7.58,13.0,,1.0,114.39,Post-Monsoon,0.0,0.06,0
VSF-02371,Delhi,Industrial,21.0,2.4,Fast Food,Unlicensed,810.03,22.0,3559.2,0,7.5,8.0,80.32,0.0,114.61,Summer,0.0,0.03,1
VSF-02372,Mumbai,Transit Hub,46.0,1.64,Rolls & Wraps,Licensed,3386.67,173.0,0.0,0,11.08,12.0,,1.0,241.72,Winter,0.0,,1
VSF-02373,Delhi,Tourist Spot,34.0,2.99,Chaat,Licensed,1068.41,33.0,3285.86,0,13.52,3.0,,0.0,98.74,Post-Monsoon,0.0,0.21,1
VSF-02374,Mumbai,Commercial,37.0,15.89,North Indian,Licensed,2013.33,107.0,4892.38,1,7.09,8.0,,0.0,266.81,Summer,0.0,0.15,1
VSF-02375,Mumbai,Tourist Spot,46.0,2.88,Seafood,Licensed,1484.36,74.0,4912.23,3,13.17,5.0,36.94,0.0,258.22,Post-Monsoon,0.0,0.06,0
VSF-02376,Lucknow,University Area,24.0,4.12,Chinese,Unlicensed,1365.59,53.0,7501.95,0,10.47,0.0,20.0,0.0,37.48,Post-Monsoon,0.0,0.12,0
VSF-02377,Mumbai,Commercial,22.0,4.06,South Indian,Licensed,495.52,15.0,2156.73,0,11.38,5.0,24.44,0.0,300.23,Monsoon,0.0,0.3,0
VSF-02378,Lucknow,Tourist Spot,24.0,3.83,Grilled & BBQ,Unlicensed,1698.25,89.0,3883.37,0,6.02,9.0,25.0,1.0,117.19,Monsoon,0.0,0.13,0
VSF-02379,Delhi,Commercial,33.0,,South Indian,Licensed,2320.11,121.0,4870.75,0,10.31,7.0,25.36,0.0,120.39,Summer,0.0,0.02,1
VSF-02380,Delhi,Tourist Spot,28.0,6.92,South Indian,Licensed,,45.0,5096.62,0,10.02,8.0,,0.0,108.09,Summer,0.0,0.3,0
VSF-02381,Bengaluru,Residential,20.0,1.12,Chaat,Licensed,2791.94,124.0,5158.99,1,13.96,6.0,85.7,0.0,105.24,Summer,0.0,0.12,0
VSF-02382,Mumbai,University Area,41.0,,Fast Food,Licensed,733.48,40.0,7716.15,1,6.88,4.0,75.92,0.0,246.72,Winter,1.0,0.26,1
VSF-02383,Mumbai,Transit Hub,22.0,0.97,Chaat,Unlicensed,1205.23,81.0,,0,12.29,11.0,42.41,0.0,232.27,Post-Monsoon,1.0,0.23,0
VSF-02384,Bengaluru,Tourist Spot,21.0,2.66,Desserts & Sweets,Unlicensed,1639.39,69.0,2827.05,0,12.73,7.0,,0.0,182.92,Monsoon,0.0,0.04,0
VSF-02385,Delhi,Transit Hub,47.0,27.62,North Indian,,2415.76,108.0,4755.24,0,11.13,16.0,,0.0,117.19,Post-Monsoon,0.0,0.11,0
VSF-02386,Pune,Residential,46.0,29.98,South Indian,Pending Renewal,1295.0,54.0,1257.97,1,13.74,7.0,38.03,0.0,61.66,Post-Monsoon,0.0,0.23,1
VSF-02387,Kochi,Transit Hub,64.0,16.35,Chinese,Licensed,,,1135.02,0,7.82,12.0,40.0,0.0,283.89,Winter,0.0,,0
VSF-02388,Mumbai,Tourist Spot,29.0,2.31,Rolls & Wraps,Licensed,1513.56,68.0,991.15,3,11.35,7.0,,1.0,264.42,Post-Monsoon,0.0,0.21,0
VSF-02389,Mumbai,Industrial,20.0,1.84,Chinese,Licensed,1397.93,56.0,2593.04,3,11.11,6.0,62.63,0.0,298.16,Monsoon,0.0,0.11,1
VSF-02390,Hyderabad,Commercial,46.0,19.09,Chinese,Licensed,,147.0,7617.26,0,7.25,7.0,47.55,0.0,67.87,Summer,0.0,0.25,0
VSF-02391,Bengaluru,Residential,40.0,21.8,Beverages,Pending Renewal,594.48,63.0,4224.6,1,10.25,3.0,,0.0,91.11,Summer,0.0,0.07,1
VSF-02392,Mumbai,Tourist Spot,46.0,5.21,Chinese,Expired,2387.49,131.0,5914.02,1,6.93,9.0,,0.0,245.61,Summer,1.0,0.27,0
VSF-02393,Jaipur,Tourist Spot,40.0,0.87,North Indian,Licensed,,38.0,1949.16,1,13.29,9.0,50.02,,37.56,Summer,0.0,0.14,0
VSF-02394,Mumbai,Industrial,38.0,13.45,Seafood,Unlicensed,1012.91,,0.0,3,6.57,6.0,71.38,0.0,308.03,Monsoon,0.0,0.2,0
VSF-02395,Lucknow,Commercial,39.0,5.58,Seafood,Unlicensed,487.04,46.0,6368.59,1,12.48,16.0,84.64,0.0,50.12,Winter,0.0,0.16,1
VSF-02396,Pune,Industrial,42.0,7.38,Grilled & BBQ,Licensed,7203.980990472501,2.0,7791.03,2,7.58,1.0,40.18,0.0,77.38,Winter,0.0,0.3,1
VSF-02397,Hyderabad,Tourist Spot,37.0,11.05,Rolls & Wraps,Licensed,1521.91,83.0,4230.39,0,7.22,8.0,,0.0,147.91,Monsoon,0.0,0.04,1
VSF-02398,Hyderabad,Residential,53.0,29.46,Rolls & Wraps,Licensed,1127.03,29.0,0.0,0,10.07,3.0,,0.0,126.03,Monsoon,0.0,0.03,0
VSF-02399,Hyderabad,University Area,47.0,13.04,Seafood,Unlicensed,4101.71291548199,3.0,3856.05,1,11.21,3.0,,0.0,53.04,Post-Monsoon,0.0,0.1,1
VSF-02400,Delhi,Tourist Spot,32.0,9.95,North Indian,Expired,922.78,53.0,1754.69,0,6.25,,58.59,0.0,193.23,Monsoon,1.0,0.06,0
VSF-02401,Pune,Industrial,33.0,11.77,Beverages,Unlicensed,268.46,16.0,6638.01,0,13.27,6.0,35.0,0.0,40.15,Winter,0.0,0.24,0
VSF-02402,Mumbai,Transit Hub,46.0,19.66,Fast Food,Pending Renewal,1283.55,72.0,7560.23,0,12.35,10.0,,,306.8,Monsoon,0.0,0.21,0
VSF-02403,Bengaluru,University Area,20.0,2.97,Desserts & Sweets,Licensed,32928.73,400.0,1547.32,0,8.0,3.0,,0.0,142.34,Monsoon,0.0,0.09,1
VSF-02404,Jaipur,Transit Hub,50.0,24.62,South Indian,Pending Renewal,2166.16,88.0,1074.65,0,7.5,14.0,81.38,1.0,43.68,Post-Monsoon,0.0,0.18,0
VSF-02405,Pune,Industrial,33.0,5.22,Desserts & Sweets,Licensed,714.63,51.0,,0,6.13,1.0,,0.0,139.34,Monsoon,0.0,0.02,1
VSF-02406,Pune,Transit Hub,23.0,2.53,Beverages,Expired,801.99,63.0,2516.09,0,7.14,14.0,65.0,0.0,69.66,Winter,0.0,0.23,0
VSF-02407,Delhi,Commercial,41.0,21.43,Beverages,Unlicensed,894.04,37.0,0.0,0,7.43,8.0,91.41,0.0,123.08,Post-Monsoon,0.0,0.14,1
VSF-02408,Lucknow,Commercial,53.0,22.37,Seafood,Unlicensed,1081.59,79.0,2963.84,0,10.26,15.0,,0.0,39.02,Summer,0.0,0.22,0
VSF-02409,Bengaluru,University Area,22.0,2.62,Chinese,Unlicensed,1740.22,57.0,0.0,0,7.02,4.0,,1.0,75.93,Summer,0.0,,0
VSF-02410,Bengaluru,Industrial,53.0,26.03,Desserts & Sweets,Unlicensed,,82.0,,0,13.94,6.0,75.0,0.0,141.04,Monsoon,0.0,0.08,0
VSF-02411,Hyderabad,University Area,43.0,0.99,North Indian,Unlicensed,3080.18,,0.0,4,6.18,2.0,35.0,0.0,55.6,Post-Monsoon,0.0,0.17,1
VSF-02412,Bengaluru,Transit Hub,42.0,24.31,Grilled & BBQ,Pending Renewal,967.73,68.0,5026.65,0,7.97,17.0,88.55,0.0,77.0,Post-Monsoon,0.0,0.09,1
VSF-02413,Mumbai,Transit Hub,36.0,7.2,Chinese,Licensed,1312.73,55.0,1437.52,1,7.83,6.0,85.0,0.0,234.87,Winter,0.0,0.18,0
VSF-02414,Bengaluru,Transit Hub,45.0,28.05,South Indian,Unlicensed,,96.0,5404.19,0,13.45,14.0,,0.0,78.08,Winter,0.0,,0
VSF-02415,Pune,Commercial,32.0,,Chaat,Expired,1375.99,56.0,2470.7,2,7.98,12.0,,0.0,62.08,Winter,0.0,0.24,0
VSF-02416,Kochi,Tourist Spot,39.0,0.99,Grilled & BBQ,Pending Renewal,3357.14,176.0,2886.3,0,10.81,2.0,,0.0,314.69,Summer,0.0,0.17,1
VSF-02417,Pune,University Area,39.0,3.4,Beverages,Licensed,2742.69,160.0,7254.19,0,7.78,7.0,82.88,0.0,65.13,Summer,0.0,0.17,1
VSF-02418,Hyderabad,Tourist Spot,32.0,7.03,Grilled & BBQ,Expired,1855.12,105.0,3665.96,0,6.1,6.0,70.0,0.0,74.94,Summer,0.0,0.11,1
VSF-02419,Pune,Tourist Spot,36.0,4.26,North Indian,Unlicensed,645.31,19.0,5857.63,0,11.78,2.0,,0.0,61.21,Winter,0.0,0.26,1
VSF-02420,Bengaluru,Tourist Spot,24.0,2.12,Beverages,Unlicensed,3369.2,196.0,3503.74,2,13.75,5.0,91.22,0.0,89.77,Winter,0.0,0.07,0
